Date,Index,% Change
2009-03-24,"2,195",-0.90%
2009-03-25,"2,169",-1.18%
2009-03-26,"2,134",-1.61%
2009-03-27,"2,092",-1.97%
2009-03-30,"2,078",-0.67%
2009-03-31,"2,066",-0.58%
2009-04-01,"2,039",-1.31%
2009-04-02,"2,001",-1.86%
2009-04-03,"1,962",-1.95%
2009-04-06,"1,961",-0.05%
2009-04-07,"1,972",0.56%
2009-04-08,"1,993",1.06%
2009-04-09,"2,024",1.56%
2009-04-14,"2,033",0.44%
2009-04-15,"2,077",2.16%
2009-04-16,"2,140",3.03%
2009-04-17,"2,209",3.22%
2009-04-20,"2,285",3.44%
2009-04-21,"2,393",4.73%
2009-04-22,"2,501",4.51%
2009-04-23,"2,539",1.52%
2009-04-24,"2,494",-1.77%
2009-04-27,"2,443",-2.04%
2009-04-28,"2,364",-3.23%
2009-04-29,"2,342",-0.93%
2009-04-30,"2,348",0.26%
2009-05-01,"2,376",1.19%
2009-05-05,"2,528",6.40%
2009-05-06,"2,868",13.45%
2009-05-07,"3,046",6.21%
2009-05-08,"2,963",-2.72%
2009-05-11,"2,913",-1.69%
2009-05-12,"2,988",2.57%
2009-05-13,"3,129",4.72%
2009-05-14,"3,282",4.89%
2009-05-15,"3,481",6.06%
2009-05-18,"3,600",3.42%
2009-05-19,"3,661",1.69%
2009-05-20,"3,767",2.90%
2009-05-21,"3,991",5.95%
2009-05-22,"4,343",8.82%
2009-05-26,"4,797",10.45%
2009-05-27,"5,308",10.65%
2009-05-28,"5,602",5.54%
2009-05-29,"6,125",9.34%
2009-06-01,"6,549",6.92%
2009-06-02,"7,724",17.94%
2009-06-03,"8,147",5.48%
2009-06-04,"7,561",-7.19%
2009-06-05,"6,812",-9.91%
2009-06-08,"6,523",-4.24%
2009-06-09,"6,382",-2.16%
2009-06-10,"6,354",-0.44%
2009-06-11,"6,465",1.75%
2009-06-12,"6,715",3.87%
2009-06-15,"7,227",7.62%
2009-06-16,"7,648",5.83%
2009-06-17,"7,825",2.31%
2009-06-18,"7,980",1.98%
2009-06-19,"7,996",0.20%
2009-06-22,"7,909",-1.09%
2009-06-23,"7,441",-5.92%
2009-06-24,"7,115",-4.38%
2009-06-25,"7,034",-1.14%
2009-06-26,"7,106",1.02%
2009-06-29,"7,216",1.55%
2009-06-30,"7,241",0.35%
2009-07-01,"7,122",-1.64%
2009-07-02,"6,848",-3.85%
2009-07-03,"6,438",-5.99%
2009-07-06,"6,104",-5.19%
2009-07-07,"5,667",-7.16%
2009-07-08,"5,336",-5.84%
2009-07-09,"5,037",-5.60%
2009-07-10,"4,844",-3.83%
2009-07-13,"4,788",-1.16%
2009-07-14,"5,034",5.14%
2009-07-15,"5,549",10.23%
2009-07-16,"5,916",6.61%
2009-07-17,"5,957",0.69%
2009-07-20,"5,824",-2.23%
2009-07-21,"5,602",-3.81%
2009-07-22,"5,419",-3.27%
2009-07-23,"5,218",-3.71%
2009-07-24,"5,170",-0.92%
2009-07-27,"5,339",3.27%
2009-07-28,"5,564",4.21%
2009-07-29,"5,704",2.52%
2009-07-30,"5,585",-2.09%
2009-07-31,"5,385",-3.58%
2009-08-03,"5,187",-3.68%
2009-08-04,"5,023",-3.16%
2009-08-05,"4,848",-3.48%
2009-08-06,"4,631",-4.48%
2009-08-07,"4,444",-4.04%
2009-08-10,"4,351",-2.09%
2009-08-11,"4,292",-1.36%
2009-08-12,"4,333",0.96%
2009-08-13,"4,553",5.08%
2009-08-14,"4,708",3.40%
2009-08-17,"4,747",0.83%
2009-08-18,"4,544",-4.28%
2009-08-19,"4,342",-4.45%
2009-08-20,"4,162",-4.15%
2009-08-21,"4,030",-3.17%
2009-08-24,"3,965",-1.61%
2009-08-25,"3,869",-2.42%
2009-08-26,"4,026",4.06%
2009-08-27,"4,002",-0.60%
2009-08-28,"3,946",-1.40%
2009-09-01,"3,894",-1.32%
2009-09-02,"3,820",-1.90%
2009-09-03,"3,747",-1.91%
2009-09-04,"3,651",-2.56%
2009-09-07,"3,595",-1.53%
2009-09-08,"3,598",0.08%
2009-09-09,"3,607",0.25%
2009-09-11,"3,539",-1.89%
2009-09-14,"3,494",-1.27%
2009-09-15,"3,415",-2.26%
2009-09-16,"3,296",-3.48%
2009-09-17,"3,165",-3.97%
2009-09-18,"3,008",-4.96%
2009-09-21,"2,892",-3.86%
2009-09-22,"2,684",-7.19%
2009-09-23,"2,545",-5.18%
2009-09-24,"2,566",0.83%
2009-09-25,"2,677",4.33%
2009-09-28,"2,729",1.94%
2009-09-29,"2,748",0.70%
2009-09-30,"2,846",3.57%
2009-10-01,"3,060",7.52%
2009-10-02,"3,282",7.25%
2009-10-05,"3,300",0.55%
2009-10-06,"3,528",6.91%
2009-10-07,"3,773",6.94%
2009-10-08,"3,990",5.75%
2009-10-09,"4,107",2.93%
2009-10-12,"4,075",-0.78%
2009-10-13,"3,909",-4.07%
2009-10-14,"3,762",-3.76%
2009-10-15,"3,979",5.77%
2009-10-16,"4,061",2.06%
2009-10-19,"4,163",2.51%
2009-10-20,"4,346",4.40%
2009-10-21,"4,577",5.32%
2009-10-22,"4,774",4.30%
2009-10-23,"4,842",1.42%
2009-10-26,"4,827",-0.31%
2009-10-27,"4,733",-1.95%
2009-10-28,"4,665",-1.44%
2009-10-29,"4,776",2.38%
2009-10-30,"5,047",5.67%
2009-11-02,"5,256",4.14%
2009-11-03,"5,394",2.63%
2009-11-04,"5,440",0.85%
2009-11-05,"5,481",0.75%
2009-11-06,"5,583",1.86%
2009-11-09,"5,764",3.24%
2009-11-10,"6,113",6.05%
2009-11-11,"6,392",4.56%
2009-11-12,"6,848",7.13%
2009-11-13,"7,183",4.89%
2009-11-16,"7,326",1.99%
2009-11-17,"7,683",4.87%
2009-11-19,"8,056",4.85%
2009-11-20,"7,542",-6.38%
2009-11-24,"7,157",-5.10%
2009-11-25,"6,928",-3.20%
2009-11-27,"6,353",-8.30%
2009-11-30,"6,189",-2.58%
2009-12-01,"6,127",-1.00%
2009-12-02,"6,352",3.67%
2009-12-03,"6,640",4.53%
2009-12-04,"6,655",0.23%
2009-12-07,"6,370",-4.28%
2009-12-08,"5,948",-6.62%
2009-12-09,"5,679",-4.52%
2009-12-10,"5,387",-5.14%
2009-12-11,"5,193",-3.60%
2009-12-14,"5,132",-1.17%
2009-12-15,"5,154",0.43%
2009-12-16,"5,000",-2.99%
2009-12-17,"4,875",-2.50%
2009-12-18,"4,566",-6.34%
2009-12-21,"4,284",-6.18%
2009-12-22,"4,000",-6.63%
2009-12-23,"3,917",-2.08%
2009-12-24,"3,887",-0.77%
2010-01-04,"4,197",7.98%
2010-01-06,"4,253",1.33%
2010-01-07,"3,824",-10.09%
2010-01-08,"3,733",-2.38%
2010-01-11,"3,718",-0.40%
2010-01-12,"3,759",1.10%
2010-01-13,"3,865",2.82%
2010-01-14,"4,142",7.17%
2010-01-15,"4,375",5.63%
2010-01-19,"4,174",-4.59%
2010-01-20,"4,059",-2.76%
2010-01-21,"4,095",0.89%
2010-01-22,"4,161",1.61%
2010-01-25,"4,204",1.03%
2010-01-26,"4,193",-0.26%
2010-01-27,"4,019",-4.15%
2010-01-28,"3,706",-7.79%
2010-01-29,"3,494",-5.72%
2010-02-01,"3,317",-5.07%
2010-02-02,"3,302",-0.45%
2010-02-03,"3,309",0.21%
2010-02-04,"3,371",1.87%
2010-02-05,"3,474",3.06%
2010-02-08,"3,515",1.18%
2010-02-09,"3,486",-0.83%
2010-02-10,"3,310",-5.05%
2010-02-11,"3,224",-2.60%
2010-02-12,"3,259",1.09%
2010-02-16,"3,380",3.71%
2010-02-17,"3,523",4.23%
2010-02-18,"3,570",1.33%
2010-02-19,"3,517",-1.48%
2010-02-22,"3,476",-1.17%
2010-02-23,"3,392",-2.42%
2010-02-24,"3,278",-3.36%
2010-02-25,"3,196",-2.50%
2010-02-26,"3,174",-0.69%
2010-03-01,"3,163",-0.35%
2010-03-02,"3,172",0.28%
2010-03-03,"3,344",5.42%
2010-03-04,"3,721",11.27%
2010-03-05,"3,923",5.43%
2010-03-08,"3,877",-1.17%
2010-03-09,"3,679",-5.11%
2010-03-10,"3,723",1.20%
2010-03-11,"3,894",4.59%
2010-03-12,"4,328",11.15%
2010-03-15,"4,411",1.92%
2010-03-16,"4,056",-8.05%
2010-03-17,"3,780",-6.80%
2010-03-18,"3,613",-4.42%
2010-03-19,"3,522",-2.52%
2010-03-22,"3,390",-3.75%
2010-03-23,"3,282",-3.19%
2010-03-25,"3,248",-1.04%
2010-03-26,"3,244",-0.12%
2010-03-29,"3,245",0.03%
2010-03-30,"3,301",1.73%
2010-03-31,"3,425",3.76%
2010-04-01,"3,429",0.12%
2010-04-06,"3,377",-1.52%
2010-04-07,"3,233",-4.26%
2010-04-08,"3,073",-4.95%
2010-04-09,"2,984",-2.90%
2010-04-12,"2,941",-1.44%
2010-04-13,"2,945",0.14%
2010-04-14,"3,001",1.90%
2010-04-15,"3,048",1.57%
2010-04-16,"3,071",0.75%
2010-04-19,"3,059",-0.39%
2010-04-20,"3,083",0.78%
2010-04-21,"3,176",3.02%
2010-04-22,"3,200",0.76%
2010-04-23,"3,238",1.19%
2010-04-26,"3,277",1.20%
2010-04-27,"3,698",12.85%
2010-04-29,"3,998",8.11%
2010-04-30,"3,936",-1.55%
2010-05-04,"3,892",-1.12%
2010-05-05,"3,917",0.64%
2010-05-06,"4,041",3.17%
2010-05-07,"4,348",7.60%
2010-05-10,"4,551",4.67%
2010-05-11,"4,804",5.56%
2010-05-12,"4,878",1.54%
2010-05-13,"4,861",-0.35%
2010-05-14,"4,804",-1.17%
2010-05-17,"4,711",-1.94%
2010-05-18,"4,513",-4.20%
2010-05-19,"4,300",-4.72%
2010-05-20,"4,192",-2.51%
2010-05-21,"4,317",2.98%
2010-05-24,"4,625",7.13%
2010-05-25,"5,262",13.77%
2010-05-26,"5,357",1.81%
2010-05-27,"5,304",-0.99%
2010-05-28,"5,217",-1.64%
2010-06-01,"5,402",3.55%
2010-06-02,"5,455",0.98%
2010-06-03,"5,275",-3.30%
2010-06-04,"5,110",-3.13%
2010-06-07,"4,884",-4.42%
2010-06-08,"4,553",-6.78%
2010-06-09,"4,519",-0.75%
2010-06-10,"4,446",-1.62%
2010-06-11,"4,276",-3.82%
2010-06-14,"3,905",-8.68%
2010-06-15,"3,739",-4.25%
2010-06-16,"3,488",-6.71%
2010-06-17,"3,317",-4.90%
2010-06-18,"3,134",-5.52%
2010-06-21,"2,920",-6.83%
2010-06-22,"2,770",-5.14%
2010-06-23,"2,698",-2.60%
2010-06-24,"2,695",-0.11%
2010-06-25,"2,717",0.82%
2010-06-28,"2,716",-0.04%
2010-06-29,"2,713",-0.11%
2010-06-30,"2,711",-0.07%
2010-07-01,"2,658",-1.95%
2010-07-02,"2,627",-1.17%
2010-07-06,"2,468",-6.05%
2010-07-07,"2,291",-7.17%
2010-07-08,"2,159",-5.76%
2010-07-09,"2,102",-2.64%
2010-07-12,"1,949",-7.28%
2010-07-13,"1,839",-5.64%
2010-07-14,"1,653",-10.11%
2010-07-15,"1,640",-0.79%
2010-07-16,"1,676",2.20%
2010-07-19,"1,698",1.31%
2010-07-20,"1,757",3.47%
2010-07-21,"1,752",-0.28%
2010-07-22,"1,718",-1.94%
2010-07-23,"1,708",-0.58%
2010-07-26,"1,698",-0.59%
2010-07-27,"1,747",2.89%
2010-07-28,"1,801",3.09%
2010-07-29,"1,886",4.72%
2010-07-30,"1,922",1.91%
2010-08-02,"1,922",0.00%
2010-08-03,"1,892",-1.56%
2010-08-04,"1,939",2.48%
2010-08-05,"2,029",4.64%
2010-08-06,"2,194",8.13%
2010-08-09,"2,485",13.26%
2010-08-10,"2,724",9.62%
2010-08-11,"3,152",15.71%
2010-08-12,"3,212",1.90%
2010-08-13,"3,210",-0.06%
2010-08-16,"3,194",-0.50%
2010-08-17,"3,207",0.41%
2010-08-18,"3,225",0.56%
2010-08-19,"3,363",4.28%
2010-08-20,"3,578",6.39%
2010-08-23,"3,777",5.56%
2010-08-24,"3,795",0.48%
2010-08-25,"3,503",-7.69%
2010-08-26,"3,362",-4.03%
2010-08-27,"3,449",2.59%
2010-08-31,"3,516",1.94%
2010-09-01,"3,643",3.61%
2010-09-02,"3,900",7.05%
2010-09-03,"3,937",0.95%
2010-09-07,"3,901",-0.91%
2010-09-08,"4,024",3.15%
2010-09-09,"4,017",-0.17%
2010-09-10,"4,019",0.05%
2010-09-13,"3,991",-0.70%
2010-09-14,"3,933",-1.45%
2010-09-15,"3,748",-4.70%
2010-09-16,"3,594",-4.11%
2010-09-17,"3,481",-3.14%
2010-09-20,"3,389",-2.64%
2010-09-21,"3,248",-4.16%
2010-09-22,"3,108",-4.31%
2010-09-23,"3,104",-0.13%
2010-09-24,"3,121",0.55%
2010-09-27,"3,197",2.44%
2010-09-28,"3,431",7.32%
2010-09-29,"3,393",-1.11%
2010-09-30,"3,370",-0.68%
2010-10-01,"3,419",1.45%
2010-10-04,"3,509",2.63%
2010-10-05,"3,786",7.89%
2010-10-06,"3,976",5.02%
2010-10-07,"4,019",1.08%
2010-10-08,"4,076",1.42%
2010-10-11,"4,055",-0.52%
2010-10-12,"4,098",1.06%
2010-10-13,"4,173",1.83%
2010-10-14,"4,301",3.07%
2010-10-15,"4,345",1.02%
2010-10-18,"4,363",0.41%
2010-10-19,"4,366",0.07%
2010-10-20,"4,363",-0.07%
2010-10-21,"4,356",-0.16%
2010-10-22,"4,373",0.39%
2010-10-25,"4,407",0.78%
2010-10-26,"4,448",0.93%
2010-10-27,"4,461",0.29%
2010-10-28,"4,272",-4.24%
2010-10-29,"4,262",-0.23%
2010-11-01,"4,231",-0.73%
2010-11-02,"4,165",-1.56%
2010-11-03,"4,060",-2.52%
2010-11-04,"4,011",-1.21%
2010-11-05,"3,994",-0.42%
2010-11-08,"3,984",-0.25%
2010-11-09,"3,938",-1.15%
2010-11-10,"3,882",-1.42%
2010-11-11,"3,695",-4.82%
2010-11-12,"3,612",-2.25%
2010-11-15,"3,530",-2.27%
2010-11-17,"3,492",-1.08%
2010-11-18,"3,496",0.11%
2010-11-23,"3,593",2.77%
2010-11-24,"3,539",-1.50%
2010-11-26,"3,233",-8.65%
2010-11-29,"3,095",-4.27%
2010-11-30,"2,910",-5.98%
2010-12-01,"2,869",-1.41%
2010-12-02,"2,919",1.74%
2010-12-06,"2,987",2.33%
2010-12-07,"2,929",-1.94%
2010-12-08,"2,832",-3.31%
2010-12-09,"2,731",-3.57%
2010-12-10,"2,694",-1.35%
2010-12-13,"2,663",-1.15%
2010-12-14,"2,676",0.49%
2010-12-15,"2,687",0.41%
2010-12-16,"2,709",0.82%
2010-12-17,"2,723",0.52%
2010-12-20,"2,671",-1.91%
2010-12-21,"2,557",-4.27%
2010-12-22,"2,440",-4.58%
2010-12-24,"2,346",-3.85%
2011-01-05,"2,137",-8.91%
2011-01-06,"1,963",-8.14%
2011-01-07,"1,865",-4.99%
2011-01-10,"1,788",-4.13%
2011-01-11,"1,719",-3.86%
2011-01-12,"1,637",-4.77%
2011-01-13,"1,608",-1.77%
2011-01-14,"1,595",-0.81%
2011-01-18,"1,586",-0.56%
2011-01-19,"1,572",-0.88%
2011-01-20,"1,566",-0.38%
2011-01-24,"1,541",-1.60%
2011-01-25,"1,494",-3.05%
2011-01-26,"1,447",-3.15%
2011-01-27,"1,403",-3.04%
2011-01-28,"1,368",-2.50%
2011-01-31,"1,351",-1.24%
2011-02-01,"1,337",-1.04%
2011-02-02,"1,321",-1.20%
2011-02-03,"1,298",-1.74%
2011-02-04,"1,299",0.08%
2011-02-07,"1,281",-1.39%
2011-02-08,"1,289",0.62%
2011-02-09,"1,334",3.49%
2011-02-10,"1,411",5.77%
2011-02-11,"1,475",4.54%
2011-02-14,"1,494",1.29%
2011-02-15,"1,488",-0.40%
2011-02-16,"1,477",-0.74%
2011-02-17,"1,455",-1.49%
2011-02-18,"1,442",-0.89%
2011-02-22,"1,390",-3.61%
2011-02-23,"1,345",-3.24%
2011-02-24,"1,319",-1.93%
2011-02-25,"1,315",-0.30%
2011-02-28,"1,310",-0.38%
2011-03-01,"1,314",0.31%
2011-03-02,"1,337",1.75%
2011-03-03,"1,390",3.96%
2011-03-04,"1,427",2.66%
2011-03-07,"1,507",5.61%
2011-03-08,"1,595",5.84%
2011-03-09,"1,699",6.52%
2011-03-10,"1,856",9.24%
2011-03-11,"1,891",1.89%
2011-03-14,"1,865",-1.37%
2011-03-15,"1,811",-2.90%
2011-03-16,"1,744",-3.70%
2011-03-17,"1,702",-2.41%
2011-03-18,"1,687",-0.88%
2011-03-21,"1,679",-0.47%
2011-03-23,"1,754",4.47%
2011-03-25,"1,805",2.91%
2011-03-28,"1,807",0.11%
2011-03-30,"1,756",-2.82%
2011-03-31,"1,768",0.68%
2011-04-01,"1,792",1.36%
2011-04-04,"1,779",-0.73%
2011-04-06,"1,674",-5.90%
2011-04-07,"1,638",-2.15%
2011-04-08,"1,612",-1.59%
2011-04-11,"1,590",-1.36%
2011-04-12,"1,576",-0.88%
2011-04-13,"1,570",-0.38%
2011-04-14,"1,573",0.19%
2011-04-15,"1,564",-0.57%
2011-04-18,"1,552",-0.77%
2011-04-20,"1,540",-0.77%
2011-04-21,"1,540",0.00%
2011-04-26,"1,546",0.39%
2011-04-28,"1,564",1.16%
2011-05-03,"1,572",0.51%
2011-05-04,"1,560",-0.76%
2011-05-05,"1,542",-1.15%
2011-05-06,"1,566",1.56%
2011-05-09,"1,557",-0.57%
2011-05-10,"1,529",-1.80%
2011-05-11,"1,509",-1.31%
2011-05-12,"1,498",-0.73%
2011-05-13,"1,494",-0.27%
2011-05-17,"1,457",-2.48%
2011-05-18,"1,459",0.14%
2011-05-19,"1,604",9.94%
2011-05-20,"1,633",1.81%
2011-05-23,"1,651",1.10%
2011-05-24,"1,690",2.36%
2011-05-25,"1,759",4.08%
2011-05-26,"1,794",1.99%
2011-05-27,"1,821",1.51%
2011-05-31,"1,874",2.91%
2011-06-01,"1,912",2.03%
2011-06-02,"1,934",1.15%
2011-06-03,"1,939",0.26%
2011-06-06,"1,933",-0.31%
2011-06-07,"1,860",-3.78%
2011-06-08,"1,801",-3.17%
2011-06-09,"1,767",-1.89%
2011-06-10,"1,735",-1.81%
2011-06-13,"1,732",-0.17%
2011-06-14,"1,694",-2.19%
2011-06-16,"1,796",6.02%
2011-06-17,"1,824",1.56%
2011-06-20,"1,836",0.66%
2011-06-21,"1,835",-0.05%
2011-06-22,"1,859",1.31%
2011-06-23,"1,905",2.47%
2011-06-24,"1,974",3.62%
2011-06-27,"2,053",4.00%
2011-06-28,"2,082",1.41%
2011-06-29,"2,048",-1.63%
2011-06-30,"2,036",-0.59%
2011-07-01,"2,045",0.44%
2011-07-04,"2,052",0.34%
2011-07-05,"2,082",1.46%
2011-07-06,"2,116",1.63%
2011-07-07,"2,126",0.47%
2011-07-08,"2,115",-0.52%
2011-07-11,"2,084",-1.47%
2011-07-12,"2,022",-2.98%
2011-07-13,"1,965",-2.82%
2011-07-14,"1,943",-1.12%
2011-07-15,"1,918",-1.29%
2011-07-18,"1,900",-0.94%
2011-07-19,"1,884",-0.84%
2011-07-20,"1,866",-0.96%
2011-07-21,"1,851",-0.80%
2011-07-22,"1,841",-0.54%
2011-07-25,"1,827",-0.76%
2011-07-26,"1,816",-0.60%
2011-07-27,"1,800",-0.88%
2011-07-28,"1,767",-1.83%
2011-07-29,"1,749",-1.02%
2011-08-01,"1,738",-0.63%
2011-08-02,"1,749",0.63%
2011-08-03,"1,775",1.49%
2011-08-04,"1,807",1.80%
2011-08-05,"1,804",-0.17%
2011-08-08,"1,793",-0.61%
2011-08-09,"1,783",-0.56%
2011-08-10,"1,810",1.51%
2011-08-11,"1,836",1.44%
2011-08-12,"1,851",0.82%
2011-08-15,"1,870",1.03%
2011-08-16,"1,951",4.33%
2011-08-17,"2,015",3.28%
2011-08-18,"2,124",5.41%
2011-08-19,"2,220",4.52%
2011-08-22,"2,324",4.68%
2011-08-23,"2,446",5.25%
2011-08-24,"2,556",4.50%
2011-08-25,"2,466",-3.52%
2011-08-26,"2,346",-4.87%
2011-08-30,"2,333",-0.55%
2011-08-31,"2,598",11.36%
2011-09-01,"2,807",8.04%
2011-09-02,"2,975",5.99%
2011-09-05,"2,995",0.67%
2011-09-06,"3,010",0.50%
2011-09-07,"2,938",-2.39%
2011-09-08,"3,048",3.74%
2011-09-09,"3,185",4.49%
2011-09-12,"3,270",2.67%
2011-09-13,"3,309",1.19%
2011-09-14,"3,342",1.00%
2011-09-15,"3,267",-2.24%
2011-09-16,"3,008",-7.93%
2011-09-19,"2,847",-5.35%
2011-09-20,"2,942",3.34%
2011-09-21,"3,012",2.38%
2011-09-22,"3,244",7.70%
2011-09-23,"3,335",2.81%
2011-09-26,"3,344",0.27%
2011-09-27,"3,318",-0.78%
2011-09-28,"3,268",-1.51%
2011-09-29,"3,207",-1.87%
2011-09-30,"3,136",-2.21%
2011-10-03,"3,063",-2.33%
2011-10-04,"3,021",-1.37%
2011-10-05,"3,043",0.73%
2011-10-06,"3,162",3.91%
2011-10-07,"3,218",1.77%
2011-10-10,"3,275",1.77%
2011-10-11,"3,474",6.08%
2011-10-12,"3,486",0.35%
2011-10-13,"3,546",1.72%
2011-10-14,"3,587",1.16%
2011-10-17,"3,539",-1.34%
2011-10-18,"3,451",-2.49%
2011-10-19,"3,473",0.64%
2011-10-20,"3,565",2.65%
2011-10-21,"3,566",0.03%
2011-10-24,"3,597",0.87%
2011-10-25,"3,638",1.14%
2011-10-26,"3,612",-0.71%
2011-10-27,"3,481",-3.63%
2011-10-28,"3,274",-5.95%
2011-10-31,"3,132",-4.34%
2011-11-01,"3,003",-4.12%
2011-11-02,"2,906",-3.23%
2011-11-03,"2,829",-2.65%
2011-11-04,"2,788",-1.45%
2011-11-07,"2,779",-0.32%
2011-11-08,"2,823",1.58%
2011-11-09,"2,993",6.02%
2011-11-10,"3,162",5.65%
2011-11-11,"3,150",-0.38%
2011-11-14,"3,081",-2.19%
2011-11-15,"3,108",0.88%
2011-11-16,"3,223",3.70%
2011-11-17,"3,258",1.09%
2011-11-18,"3,235",-0.71%
2011-11-21,"3,188",-1.45%
2011-11-22,"3,146",-1.32%
2011-11-23,"3,083",-2.00%
2011-11-24,"3,042",-1.33%
2011-11-25,"3,049",0.23%
2011-11-28,"3,083",1.12%
2011-11-29,"3,198",3.73%
2011-11-30,"3,298",3.13%
2011-12-01,"3,386",2.67%
2011-12-02,"3,409",0.68%
2011-12-05,"3,390",-0.56%
2011-12-06,"3,387",-0.09%
2011-12-07,"3,405",0.53%
2011-12-08,"3,405",0.00%
2011-12-09,"3,697",8.58%
2011-12-12,"3,725",0.76%
2011-12-13,"3,695",-0.81%
2011-12-14,"3,652",-1.16%
2011-12-15,"3,571",-2.22%
2011-12-16,"3,572",0.03%
2011-12-19,"3,571",-0.03%
2011-12-20,"3,565",-0.17%
2011-12-21,"3,526",-1.09%
2011-12-22,"3,406",-3.40%
2011-12-23,"3,287",-3.49%
2012-01-03,"2,955",-10.10%
2012-01-04,"2,768",-6.33%
2012-01-05,"2,471",-10.73%
2012-01-06,"2,304",-6.76%
2012-01-09,"2,229",-3.26%
2012-01-10,"2,115",-5.11%
2012-01-11,"1,992",-5.82%
2012-01-12,"1,798",-9.74%
2012-01-13,"1,723",-4.17%
2012-01-16,"1,681",-2.44%
2012-01-17,"1,631",-2.97%
2012-01-18,"1,583",-2.94%
2012-01-19,"1,559",-1.52%
2012-01-20,"1,554",-0.32%
2012-01-23,"1,547",-0.45%
2012-01-24,"1,512",-2.26%
2012-01-25,"1,497",-0.99%
2012-01-26,"1,477",-1.34%
2012-01-27,"1,465",-0.81%
2012-01-30,"1,456",-0.61%
2012-01-31,"1,447",-0.62%
2012-02-01,"1,446",-0.07%
