date,blpg,blpg_2,blpg_3
2022-06-17,70.643,62.0,104.714
2022-06-20,73.643,64.2,106.143
2022-06-21,76.071,66.0,107.714
2022-06-22,77.571,67.4,109.143
2022-06-23,77.429,67.5,108.571
2022-06-24,76.143,66.6,107.429
2022-06-27,74.0,65.6,105.929
2022-06-28,71.857,64.2,105.0
2022-06-29,70.286,63.8,104.571
2022-06-30,69.0,63.0,104.714
2022-07-01,68.357,63.7,105.929
2022-07-04,67.857,63.8,106.786
2022-07-05,67.643,64.0,107.214
2022-07-06,67.429,64.2,108.071
2022-07-07,68.071,63.9,108.5
2022-07-08,70.286,64.0,108.429
2022-07-11,70.357,63.9,108.0
2022-07-12,69.857,63.3,106.714
2022-07-13,69.143,62.7,104.571
2022-07-14,68.643,61.9,104.143
2022-07-15,68.214,61.2,103.357
2022-07-18,68.571,60.7,103.143
2022-07-19,68.857,60.3,102.357
2022-07-20,72.429,60.2,101.929
2022-07-21,73.071,60.2,100.857
2022-07-22,73.071,59.9,99.714
2022-07-25,72.5,58.9,97.714
2022-07-26,69.071,58.3,96.0
2022-07-27,67.357,57.4,94.214
2022-07-28,66.286,56.3,92.571
2022-07-29,64.214,56.0,92.143
2022-08-01,61.857,55.2,92.286
2022-08-02,59.357,54.1,91.786
2022-08-03,58.643,54.4,92.571
2022-08-04,58.857,53.9,93.429
2022-08-05,59.286,53.7,94.429
2022-08-08,59.714,54.0,95.429
2022-08-09,59.714,53.8,95.857
2022-08-10,59.571,53.5,95.714
2022-08-11,59.5,52.9,95.286
2022-08-12,58.929,52.1,95.214
2022-08-15,57.143,51.6,94.857
2022-08-16,54.571,50.8,93.643
2022-08-17,56.286,50.2,92.857
2022-08-18,61.286,52.3,92.429
2022-08-19,62.571,52.4,92.857
2022-08-22,63.143,53.5,93.714
2022-08-23,63.571,53.1,96.5
2022-08-24,63.5,54.2,99.143
2022-08-25,63.143,55.5,103.571
2022-08-26,62.571,55.8,104.143
2022-08-30,62.429,57.0,106.357
2022-08-31,62.964,57.6,107.429
2022-09-01,63.107,58.4,108.714
2022-09-02,63.286,58.8,109.571
2022-09-05,63.357,59.4,110.571
2022-09-06,63.429,59.8,110.786
2022-09-07,63.5,60.3,111.857
2022-09-08,63.714,60.6,112.143
2022-09-09,64.786,61.2,112.714
2022-09-12,65.143,61.6,113.5
2022-09-13,66.714,62.4,115.286
2022-09-14,67.571,63.2,116.571
2022-09-15,68.643,64.2,118.429
2022-09-16,69.071,64.2,118.714
2022-09-20,72.571,64.5,119.286
2022-09-21,76.0,66.8,123.286
2022-09-22,77.143,68.8,125.0
2022-09-23,77.786,69.6,127.786
2022-09-26,79.429,70.0,129.071
2022-09-27,80.357,70.0,130.0
2022-09-28,81.143,70.6,131.0
2022-09-29,81.286,70.4,132.0
2022-09-30,81.5,71.6,133.857
2022-10-03,81.071,71.6,134.143
2022-10-04,80.714,71.5,134.143
2022-10-05,80.143,71.2,134.0
2022-10-06,80.0,71.0,134.0
2022-10-07,81.286,72.1,134.714
2022-10-10,82.5,72.5,134.857
2022-10-11,83.429,73.6,135.429
2022-10-12,85.357,74.5,136.0
2022-10-13,88.429,75.4,137.857
2022-10-14,89.429,75.4,138.571
2022-10-17,91.0,75.4,138.857
2022-10-18,93.571,75.7,138.857
2022-10-19,94.0,75.6,138.714
2022-10-20,94.0,75.4,137.714
2022-10-21,93.429,75.1,136.714
2022-10-24,93.214,74.9,136.357
2022-10-25,92.571,74.7,136.143
2022-10-26,94.0,75.7,138.143
2022-10-27,98.429,79.48,144.857
2022-10-28,103.429,82.68,150.429
2022-10-31,106.571,89.4,164.286
2022-11-01,109.143,99.4,177.286
2022-11-02,113.429,103.0,185.714
2022-11-03,115.857,104.2,187.0
2022-11-04,116.143,102.8,185.214
2022-11-07,118.071,101.2,182.571
2022-11-08,119.0,99.84,180.367
2022-11-09,120.286,99.84,183.643
2022-11-10,129.286,104.6,189.286
2022-11-11,134.286,107.0,192.714
2022-11-14,141.0,108.4,198.143
2022-11-15,144.714,108.6,199.286
2022-11-16,145.286,108.6,199.571
2022-11-17,146.429,110.2,200.143
2022-11-18,148.143,111.6,202.0
2022-11-21,148.357,111.52,202.5
2022-11-22,147.429,111.2,200.929
2022-11-23,143.714,111.2,201.286
2022-11-24,140.857,112.6,201.429
2022-11-25,138.857,112.6,201.429
2022-11-28,137.857,112.8,201.429
2022-11-29,137.857,113.6,202.143
2022-11-30,138.429,119.2,202.857
2022-12-01,140.286,126.4,204.429
2022-12-02,142.143,128.4,206.143
2022-12-05,142.571,131.4,206.714
2022-12-06,142.714,131.8,206.143
2022-12-07,141.286,130.8,204.286
2022-12-08,140.571,129.6,203.0
2022-12-09,139.857,128.8,202.571
2022-12-12,139.286,128.8,201.857
2022-12-13,138.571,128.2,201.0
2022-12-14,138.571,128.4,201.143
2022-12-15,138.286,128.2,199.857
2022-12-16,138.286,127.8,198.571
2022-12-19,137.5,127.2,197.571
2022-12-20,135.143,125.8,196.071
2022-12-21,128.571,119.8,191.143
2022-12-22,122.714,112.0,185.571
2022-12-23,119.0,105.4,176.429
2023-01-03,92.429,78.2,139.429
2023-01-04,85.214,70.4,128.286
2023-01-05,79.0,68.4,123.429
2023-01-06,77.857,69.6,125.429
2023-01-09,78.0,73.4,128.714
2023-01-10,80.571,74.6,129.857
2023-01-11,83.0,75.8,130.286
2023-01-12,82.286,74.2,127.857
2023-01-13,81.714,71.6,125.0
2023-01-16,80.714,70.4,124.714
2023-01-17,77.714,69.0,123.571
2023-01-18,63.857,66.2,121.143
2023-01-19,59.714,62.8,115.143
2023-01-20,58.571,60.0,110.857
2023-01-23,57.929,59.0,107.286
2023-01-24,57.143,57.8,104.071
2023-01-25,60.714,64.8,117.857
2023-01-26,75.143,70.6,126.0
2023-01-27,77.0,78.0,137.714
2023-01-30,82.857,80.7,142.071
2023-01-31,89.143,81.6,144.0
2023-02-01,91.143,83.2,144.143
2023-02-02,92.0,82.8,143.714
2023-02-03,91.429,81.8,142.0
2023-02-06,90.429,80.6,140.429
2023-02-07,89.429,79.4,139.286
2023-02-08,89.0,78.6,137.571
2023-02-09,90.286,78.4,138.0
2023-02-10,90.429,78.4,138.429
2023-02-13,90.714,78.2,138.143
2023-02-14,91.429,77.8,137.714
2023-02-15,93.0,76.8,136.429
2023-02-16,94.143,76.8,136.286
2023-02-17,95.143,77.0,136.857
2023-02-20,96.429,78.8,140.0
2023-02-21,101.571,86.0,153.571
2023-02-22,102.571,89.6,160.143
2023-02-23,102.714,91.2,159.571
2023-02-24,102.857,91.2,159.143
2023-02-27,102.857,91.2,158.429
2023-02-28,103.286,90.6,157.571
2023-03-01,103.143,90.4,157.143
2023-03-02,102.571,89.8,156.429
2023-03-03,102.0,87.2,153.714
2023-03-06,101.143,86.2,152.857
2023-03-07,99.0,85.8,151.857
2023-03-08,97.857,83.4,148.286
2023-03-09,97.571,80.6,144.143
2023-03-10,97.214,80.4,144.429
2023-03-13,96.5,80.4,144.857
2023-03-14,96.214,81.8,146.0
2023-03-15,97.857,82.2,146.286
2023-03-16,96.286,81.8,145.714
2023-03-17,93.857,82.0,145.143
2023-03-20,91.571,82.0,144.571
2023-03-21,91.429,81.2,142.714
2023-03-22,90.714,80.2,140.786
2023-03-23,89.429,79.6,139.357
2023-03-24,88.286,78.2,137.286
2023-03-27,86.143,75.6,133.286
2023-03-28,84.143,73.2,125.714
2023-03-29,73.857,66.4,109.857
2023-03-30,69.286,62.0,98.0
2023-03-31,64.429,62.8,99.429
2023-04-03,63.429,64.0,102.214
2023-04-04,66.429,66.2,104.714
2023-04-05,68.143,69.0,110.143
2023-04-06,69.714,69.8,113.286
2023-04-11,73.571,70.8,116.714
2023-04-12,75.429,72.0,120.143
2023-04-13,77.0,74.6,126.0
2023-04-14,78.071,75.8,129.0
2023-04-17,78.357,76.2,128.714
2023-04-18,79.857,76.2,127.143
2023-04-19,79.5,75.5,125.429
2023-04-20,78.643,76.0,127.286
2023-04-21,78.429,75.6,125.786
2023-04-24,78.286,76.2,128.071
2023-04-25,78.571,77.0,132.857
2023-04-26,77.929,78.6,134.143
2023-04-27,73.929,77.2,131.714
2023-04-28,73.214,76.4,130.429
2023-05-02,72.714,75.0,129.143
2023-05-03,75.143,75.4,130.0
2023-05-04,78.429,77.0,132.429
2023-05-05,79.714,77.4,133.143
2023-05-09,86.714,79.8,137.286
2023-05-10,88.714,80.8,138.571
2023-05-11,90.143,81.2,138.714
2023-05-12,93.857,82.6,139.571
2023-05-15,94.357,83.4,140.786
2023-05-16,97.143,84.4,141.357
2023-05-17,98.0,84.8,141.929
2023-05-18,99.429,86.2,145.857
2023-05-19,100.857,86.6,147.0
2023-05-22,102.571,89.2,148.571
2023-05-23,102.643,90.8,150.571
2023-05-24,104.571,92.8,154.571
2023-05-25,106.143,95.2,157.0
2023-05-26,107.429,95.6,157.143
2023-05-30,110.429,95.6,157.0
2023-05-31,114.143,95.2,156.571
2023-06-01,115.429,95.2,156.143
2023-06-02,115.571,95.2,156.0
2023-06-05,115.071,94.8,155.571
2023-06-06,114.286,93.8,154.786
2023-06-07,111.857,92.9,153.714
2023-06-08,104.143,90.0,148.286
2023-06-09,103.571,88.4,144.786
2023-06-12,102.429,87.68,144.5
2023-06-13,104.0,87.68,144.929
2023-06-14,105.714,89.2,148.286
2023-06-15,108.0,90.2,151.5
2023-06-16,112.714,90.6,152.0
2023-06-19,114.286,92.0,154.714
2023-06-20,115.714,94.8,159.714
2023-06-21,115.071,96.2,170.286
2023-06-22,117.0,99.6,179.0
2023-06-23,117.786,100.6,181.714
2023-06-26,119.714,101.4,181.714
2023-06-27,119.714,102.2,183.429
2023-06-28,119.857,102.4,183.857
2023-06-29,119.429,102.4,184.0
2023-06-30,119.286,102.6,183.714
2023-07-03,111.286,101.6,181.0
2023-07-04,108.571,99.8,177.0
2023-07-05,99.571,98.4,168.286
2023-07-06,99.643,98.4,174.0
2023-07-07,114.286,101.4,175.714
2023-07-10,115.286,102.4,175.857
2023-07-11,114.429,102.4,175.143
2023-07-12,110.571,102.4,175.0
2023-07-13,110.143,102.4,174.714
2023-07-14,112.429,102.4,174.857
2023-07-17,111.071,101.6,173.857
2023-07-18,111.857,101.0,173.143
