Date,Index,% Change
2009-05-14,"2,362",6.11%
2009-05-15,"2,474",4.74%
2009-05-18,"2,516",1.70%
2009-05-19,"2,530",0.56%
2009-05-20,"2,462",-2.69%
2009-05-21,"2,373",-3.61%
2009-05-22,"2,293",-3.37%
2009-05-26,"2,369",3.31%
2009-05-27,"2,612",10.26%
2009-05-28,"2,764",5.82%
2009-05-29,"2,900",4.92%
2009-06-01,"3,093",6.66%
2009-06-02,"3,330",7.66%
2009-06-03,"3,505",5.26%
2009-06-04,"3,431",-2.11%
2009-06-05,"3,252",-5.22%
2009-06-08,"3,027",-6.92%
2009-06-09,"2,772",-8.42%
2009-06-10,"2,615",-5.66%
2009-06-11,"2,643",1.07%
2009-06-12,"2,754",4.20%
2009-06-15,"2,881",4.61%
2009-06-16,"3,108",7.88%
2009-06-17,"3,176",2.19%
2009-06-18,"3,162",-0.44%
2009-06-19,"3,125",-1.17%
2009-06-22,"3,068",-1.82%
2009-06-23,"3,021",-1.53%
2009-06-24,"2,939",-2.71%
2009-06-25,"2,868",-2.42%
2009-06-26,"2,817",-1.78%
2009-06-29,"2,837",0.71%
2009-06-30,"2,904",2.36%
2009-07-01,"2,984",2.75%
2009-07-02,"3,059",2.51%
2009-07-03,"3,027",-1.05%
2009-07-06,"2,969",-1.92%
2009-07-07,"2,917",-1.75%
2009-07-08,"2,897",-0.69%
2009-07-09,"2,914",0.59%
2009-07-10,"2,952",1.30%
2009-07-13,"2,955",0.10%
2009-07-14,"3,020",2.20%
2009-07-15,"3,141",4.01%
2009-07-16,"3,255",3.63%
2009-07-17,"3,324",2.12%
2009-07-20,"3,366",1.26%
2009-07-21,"3,412",1.37%
2009-07-22,"3,459",1.38%
2009-07-23,"3,495",1.04%
2009-07-24,"3,524",0.83%
2009-07-27,"3,509",-0.43%
2009-07-28,"3,447",-1.77%
2009-07-29,"3,362",-2.47%
2009-07-30,"3,282",-2.38%
2009-07-31,"3,183",-3.02%
2009-08-03,"3,114",-2.17%
2009-08-04,"3,030",-2.70%
2009-08-05,"2,919",-3.66%
2009-08-06,"2,754",-5.65%
2009-08-07,"2,599",-5.63%
2009-08-10,"2,489",-4.23%
2009-08-11,"2,378",-4.46%
2009-08-12,"2,325",-2.23%
2009-08-13,"2,340",0.65%
2009-08-14,"2,391",2.18%
2009-08-17,"2,415",1.00%
2009-08-18,"2,405",-0.41%
2009-08-19,"2,349",-2.33%
2009-08-20,"2,290",-2.51%
2009-08-21,"2,244",-2.01%
2009-08-24,"2,195",-2.18%
2009-08-25,"2,127",-3.10%
2009-08-26,"2,085",-1.97%
2009-08-27,"2,093",0.38%
2009-08-28,"2,157",3.06%
2009-09-01,"2,230",3.38%
2009-09-02,"2,302",3.23%
2009-09-03,"2,385",3.61%
2009-09-04,"2,486",4.23%
2009-09-07,"2,549",2.53%
2009-09-08,"2,611",2.43%
2009-09-09,"2,649",1.46%
2009-09-11,"2,550",-3.74%
2009-09-14,"2,520",-1.18%
2009-09-15,"2,492",-1.11%
2009-09-16,"2,521",1.16%
2009-09-17,"2,555",1.35%
2009-09-18,"2,572",0.67%
2009-09-21,"2,568",-0.16%
2009-09-22,"2,534",-1.32%
2009-09-23,"2,436",-3.87%
2009-09-24,"2,357",-3.24%
2009-09-25,"2,317",-1.70%
2009-09-28,"2,303",-0.60%
2009-09-29,"2,275",-1.22%
2009-09-30,"2,276",0.04%
2009-10-01,"2,314",1.67%
2009-10-02,"2,361",2.03%
2009-10-05,"2,382",0.89%
2009-10-06,"2,411",1.22%
2009-10-07,"2,505",3.90%
2009-10-08,"2,633",5.11%
2009-10-09,"2,705",2.73%
2009-10-12,"2,745",1.48%
2009-10-13,"2,757",0.44%
2009-10-14,"2,733",-0.87%
2009-10-15,"2,726",-0.26%
2009-10-16,"2,734",0.29%
2009-10-19,"2,744",0.37%
2009-10-20,"2,789",1.64%
2009-10-21,"2,843",1.94%
2009-10-22,"2,950",3.76%
2009-10-23,"3,048",3.32%
2009-10-26,"3,100",1.71%
2009-10-27,"3,109",0.29%
2009-10-28,"3,107",-0.06%
2009-10-29,"3,101",-0.19%
2009-10-30,"3,150",1.58%
2009-11-02,"3,210",1.90%
2009-11-03,"3,279",2.15%
2009-11-04,"3,398",3.63%
2009-11-05,"3,480",2.41%
2009-11-06,"3,556",2.18%
2009-11-09,"3,612",1.57%
2009-11-10,"3,684",1.99%
2009-11-11,"3,787",2.80%
2009-11-12,"3,877",2.38%
2009-11-13,"3,978",2.61%
2009-11-16,"4,091",2.84%
2009-11-17,"4,182",2.22%
2009-11-19,"4,453",6.48%
2009-11-20,"4,424",-0.65%
2009-11-24,"4,303",-2.74%
2009-11-25,"4,181",-2.84%
2009-11-27,"3,868",-7.49%
2009-11-30,"3,757",-2.87%
2009-12-01,"3,635",-3.25%
2009-12-02,"3,677",1.16%
2009-12-03,"3,830",4.16%
2009-12-04,"3,928",2.56%
2009-12-07,"3,981",1.35%
2009-12-08,"3,989",0.20%
2009-12-09,"3,900",-2.23%
2009-12-10,"3,795",-2.69%
2009-12-11,"3,673",-3.21%
2009-12-14,"3,574",-2.70%
2009-12-15,"3,505",-1.93%
2009-12-16,"3,000",-14.41%
2009-12-17,"3,436",14.53%
2009-12-18,"3,448",0.35%
2009-12-21,"3,460",0.35%
2009-12-22,"3,000",-13.29%
2009-12-23,"3,544",18.13%
2009-12-24,"3,567",0.65%
2010-01-04,"3,823",7.18%
2010-01-06,"4,122",7.82%
2010-01-07,"4,188",1.60%
2010-01-08,"4,218",0.72%
2010-01-11,"4,224",0.14%
2010-01-12,"4,156",-1.61%
2010-01-13,"4,001",-3.73%
2010-01-14,"3,847",-3.85%
2010-01-15,"3,745",-2.65%
2010-01-19,"3,622",-3.28%
2010-01-20,"3,589",-0.91%
2010-01-21,"3,607",0.50%
2010-01-22,"3,661",1.50%
2010-01-25,"3,708",1.28%
2010-01-26,"3,695",-0.35%
2010-01-27,"3,630",-1.76%
2010-01-28,"3,523",-2.95%
2010-01-29,"3,420",-2.92%
2010-02-01,"3,298",-3.57%
2010-02-02,"3,144",-4.67%
2010-02-03,"3,100",-1.40%
2010-02-04,"3,109",0.29%
2010-02-05,"3,141",1.03%
2010-02-08,"3,142",0.03%
2010-02-09,"3,128",-0.45%
2010-02-10,"3,087",-1.31%
2010-02-11,"3,045",-1.36%
2010-02-12,"3,028",-0.56%
2010-02-16,"3,021",-0.23%
2010-02-17,"3,080",1.95%
2010-02-18,"3,138",1.88%
2010-02-19,"3,179",1.31%
2010-02-22,"3,218",1.23%
2010-02-23,"3,242",0.75%
2010-02-24,"3,272",0.93%
2010-02-25,"3,325",1.62%
2010-02-26,"3,399",2.23%
2010-03-01,"3,448",1.44%
2010-03-02,"3,510",1.80%
2010-03-03,"3,669",4.53%
2010-03-04,"3,887",5.94%
2010-03-05,"4,003",2.98%
2010-03-08,"4,043",1.00%
2010-03-09,"4,044",0.02%
2010-03-10,"4,013",-0.77%
2010-03-11,"4,090",1.92%
2010-03-12,"4,177",2.13%
2010-03-15,"4,223",1.10%
2010-03-16,"4,256",0.78%
2010-03-17,"4,298",0.99%
2010-03-18,"4,337",0.91%
2010-03-19,"4,344",0.16%
2010-03-22,"4,356",0.28%
2010-03-23,"4,328",-0.64%
2010-03-25,"4,123",-4.74%
2010-03-26,"3,965",-3.83%
2010-03-29,"3,806",-4.01%
2010-03-30,"3,688",-3.10%
2010-03-31,"3,674",-0.38%
2010-04-01,"3,708",0.93%
2010-04-06,"3,736",0.76%
2010-04-07,"3,812",2.03%
2010-04-08,"3,901",2.33%
2010-04-09,"3,952",1.31%
2010-04-12,"3,977",0.63%
2010-04-13,"3,997",0.50%
2010-04-14,"4,021",0.60%
2010-04-15,"4,036",0.37%
2010-04-16,"4,034",-0.05%
2010-04-19,"4,019",-0.37%
2010-04-20,"3,956",-1.57%
2010-04-21,"3,883",-1.85%
2010-04-22,"3,810",-1.88%
2010-04-23,"3,757",-1.39%
2010-04-26,"3,712",-1.20%
2010-04-27,"3,748",0.97%
2010-04-29,"3,891",3.82%
2010-04-30,"3,900",0.23%
2010-05-04,"3,910",0.26%
2010-05-05,"3,951",1.05%
2010-05-06,"4,018",1.70%
2010-05-07,"4,062",1.10%
2010-05-10,"4,096",0.84%
2010-05-11,"4,146",1.22%
2010-05-12,"4,196",1.21%
2010-05-13,"4,273",1.84%
2010-05-14,"4,340",1.57%
2010-05-17,"4,417",1.77%
2010-05-18,"4,504",1.97%
2010-05-19,"4,596",2.04%
2010-05-20,"4,622",0.57%
2010-05-21,"4,576",-1.00%
2010-05-24,"4,537",-0.85%
2010-05-25,"4,492",-0.99%
2010-05-26,"4,450",-0.93%
2010-05-27,"4,360",-2.02%
2010-05-28,"4,247",-2.59%
2010-06-01,"4,081",-3.91%
2010-06-02,"3,995",-2.11%
2010-06-03,"3,931",-1.60%
2010-06-04,"3,878",-1.35%
2010-06-07,"3,836",-1.08%
2010-06-08,"3,789",-1.23%
2010-06-09,"3,723",-1.74%
2010-06-10,"3,552",-4.59%
2010-06-11,"3,361",-5.38%
2010-06-14,"3,283",-2.32%
2010-06-15,"3,211",-2.19%
2010-06-16,"3,115",-2.99%
2010-06-17,"3,018",-3.11%
2010-06-18,"2,980",-1.26%
2010-06-21,"2,968",-0.40%
2010-06-22,"3,017",1.65%
2010-06-23,"3,062",1.49%
2010-06-24,"3,070",0.26%
2010-06-25,"3,045",-0.81%
2010-06-28,"2,977",-2.23%
2010-06-29,"2,875",-3.43%
2010-06-30,"2,748",-4.42%
2010-07-01,"2,627",-4.40%
2010-07-02,"2,447",-6.85%
2010-07-06,"2,191",-10.46%
2010-07-07,"2,081",-5.02%
2010-07-08,"1,985",-4.61%
2010-07-09,"1,944",-2.07%
2010-07-12,"1,941",-0.15%
2010-07-13,"1,946",0.26%
2010-07-14,"1,980",1.75%
2010-07-15,"2,029",2.47%
2010-07-16,"2,092",3.10%
2010-07-19,"2,122",1.43%
2010-07-20,"2,158",1.70%
2010-07-21,"2,207",2.27%
2010-07-22,"2,287",3.62%
2010-07-23,"2,362",3.28%
2010-07-26,"2,403",1.74%
2010-07-27,"2,447",1.83%
2010-07-28,"2,506",2.41%
2010-07-29,"2,582",3.03%
2010-07-30,"2,632",1.94%
2010-08-02,"2,677",1.71%
2010-08-03,"2,665",-0.45%
2010-08-04,"2,607",-2.18%
2010-08-05,"2,567",-1.53%
2010-08-06,"2,581",0.55%
2010-08-09,"2,607",1.01%
2010-08-10,"2,666",2.26%
2010-08-11,"2,749",3.11%
2010-08-12,"2,829",2.91%
2010-08-13,"2,864",1.24%
2010-08-16,"2,883",0.66%
2010-08-17,"2,920",1.28%
2010-08-18,"2,969",1.68%
2010-08-19,"3,031",2.09%
2010-08-20,"3,089",1.91%
2010-08-23,"3,122",1.07%
2010-08-24,"3,128",0.19%
2010-08-25,"3,087",-1.31%
2010-08-26,"3,025",-2.01%
2010-08-27,"2,978",-1.55%
2010-08-31,"2,950",-0.94%
2010-09-01,"2,955",0.17%
2010-09-02,"3,032",2.61%
2010-09-03,"3,121",2.94%
2010-09-07,"3,307",5.96%
2010-09-08,"3,359",1.57%
2010-09-09,"3,396",1.10%
2010-09-10,"3,394",-0.06%
2010-09-13,"3,362",-0.94%
2010-09-14,"3,293",-2.05%
2010-09-15,"3,151",-4.31%
2010-09-16,"2,985",-5.27%
2010-09-17,"2,928",-1.91%
2010-09-20,"2,902",-0.89%
2010-09-21,"2,881",-0.72%
2010-09-22,"2,825",-1.94%
2010-09-23,"2,763",-2.19%
2010-09-24,"2,719",-1.59%
2010-09-27,"2,673",-1.69%
2010-09-28,"2,607",-2.47%
2010-09-29,"2,524",-3.18%
2010-09-30,"2,462",-2.46%
2010-10-01,"2,412",-2.03%
2010-10-04,"2,376",-1.49%
2010-10-05,"2,362",-0.59%
2010-10-06,"2,359",-0.13%
2010-10-07,"2,372",0.55%
2010-10-08,"2,403",1.31%
2010-10-11,"2,413",0.42%
2010-10-12,"2,397",-0.66%
2010-10-13,"2,359",-1.59%
2010-10-14,"2,302",-2.42%
2010-10-15,"2,254",-2.09%
2010-10-18,"2,216",-1.69%
2010-10-19,"2,186",-1.35%
2010-10-20,"2,172",-0.64%
2010-10-21,"2,179",0.32%
2010-10-22,"2,219",1.84%
2010-10-25,"2,293",3.33%
2010-10-26,"2,393",4.36%
2010-10-27,"2,461",2.84%
2010-10-28,"2,465",0.16%
2010-10-29,"2,410",-2.23%
2010-11-01,"2,371",-1.62%
2010-11-02,"2,313",-2.45%
2010-11-03,"2,288",-1.08%
2010-11-04,"2,287",-0.04%
2010-11-05,"2,304",0.74%
2010-11-08,"2,322",0.78%
2010-11-09,"2,361",1.68%
2010-11-10,"2,437",3.22%
2010-11-11,"2,432",-0.21%
2010-11-12,"2,365",-2.75%
2010-11-15,"2,294",-3.00%
2010-11-17,"2,122",-7.50%
2010-11-18,"2,063",-2.78%
2010-11-23,"2,112",2.38%
2010-11-24,"2,194",3.88%
2010-11-26,"2,330",6.20%
2010-11-29,"2,356",1.12%
2010-11-30,"2,377",0.89%
2010-12-01,"2,380",0.13%
2010-12-02,"2,385",0.21%
2010-12-06,"2,384",-0.04%
2010-12-07,"2,384",0.00%
2010-12-08,"2,386",0.08%
2010-12-09,"2,376",-0.42%
2010-12-10,"2,357",-0.80%
2010-12-13,"2,323",-1.44%
2010-12-14,"2,289",-1.46%
2010-12-15,"2,234",-2.40%
2010-12-16,"2,147",-3.89%
2010-12-17,"2,037",-5.12%
2010-12-20,"1,956",-3.98%
2010-12-21,"1,892",-3.27%
2010-12-22,"1,873",-1.00%
2010-12-24,"1,845",-1.49%
2011-01-05,"1,824",-1.14%
2011-01-06,"1,882",3.18%
2011-01-07,"1,936",2.87%
2011-01-10,"1,964",1.45%
2011-01-11,"1,975",0.56%
2011-01-12,"1,970",-0.25%
2011-01-13,"1,949",-1.07%
2011-01-14,"1,923",-1.33%
2011-01-18,"1,840",-4.32%
2011-01-19,"1,776",-3.48%
2011-01-20,"1,710",-3.72%
2011-01-24,"1,593",-6.84%
2011-01-25,"1,512",-5.08%
2011-01-26,"1,427",-5.62%
2011-01-27,"1,381",-3.22%
2011-01-28,"1,337",-3.19%
2011-01-31,"1,310",-2.02%
2011-02-01,"1,299",-0.84%
2011-02-02,"1,296",-0.23%
2011-02-03,"1,311",1.16%
2011-02-04,"1,348",2.82%
2011-02-07,"1,395",3.49%
2011-02-08,"1,464",4.95%
2011-02-09,"1,519",3.76%
2011-02-10,"1,567",3.16%
2011-02-11,"1,620",3.38%
2011-02-14,"1,688",4.20%
2011-02-15,"1,803",6.81%
2011-02-16,"1,930",7.04%
2011-02-17,"1,997",3.47%
2011-02-18,"2,004",0.35%
2011-02-22,"1,919",-4.24%
2011-02-23,"1,845",-3.86%
2011-02-24,"1,813",-1.73%
2011-02-25,"1,812",-0.06%
2011-02-28,"1,820",0.44%
2011-03-01,"1,829",0.49%
2011-03-02,"1,858",1.59%
2011-03-03,"1,929",3.82%
2011-03-04,"1,983",2.80%
2011-03-07,"2,015",1.61%
2011-03-08,"2,048",1.64%
2011-03-09,"2,095",2.29%
2011-03-10,"2,120",1.19%
2011-03-11,"2,132",0.57%
2011-03-14,"2,126",-0.28%
2011-03-15,"2,116",-0.47%
2011-03-16,"2,114",-0.09%
2011-03-17,"2,110",-0.19%
2011-03-18,"2,094",-0.76%
2011-03-21,"2,085",-0.43%
2011-03-23,"2,080",-0.24%
2011-03-25,"2,078",-0.10%
2011-03-28,"2,082",0.19%
2011-03-30,"2,014",-3.27%
2011-03-31,"1,968",-2.28%
2011-04-01,"1,925",-2.18%
2011-04-04,"1,889",-1.87%
2011-04-06,"1,788",-5.35%
2011-04-07,"1,737",-2.85%
2011-04-08,"1,696",-2.36%
2011-04-11,"1,664",-1.89%
2011-04-12,"1,629",-2.10%
2011-04-13,"1,586",-2.64%
2011-04-14,"1,548",-2.40%
2011-04-15,"1,514",-2.20%
2011-04-18,"1,490",-1.59%
2011-04-20,"1,415",-5.03%
2011-04-21,"1,377",-2.69%
2011-04-26,"1,364",-0.94%
2011-04-28,"1,450",6.30%
2011-05-03,"1,558",7.45%
2011-05-04,"1,644",5.52%
2011-05-05,"1,723",4.81%
2011-05-06,"1,769",2.67%
2011-05-09,"1,801",1.81%
2011-05-10,"1,824",1.28%
2011-05-11,"1,814",-0.55%
2011-05-12,"1,770",-2.43%
2011-05-13,"1,720",-2.82%
2011-05-17,"1,622",-5.70%
2011-05-18,"1,597",-1.54%
2011-05-19,"1,615",1.13%
2011-05-20,"1,666",3.16%
2011-05-23,"1,711",2.70%
2011-05-24,"1,755",2.57%
2011-05-25,"1,832",4.39%
2011-05-26,"1,868",1.97%
2011-05-27,"1,865",-0.16%
2011-05-31,"1,830",-1.88%
2011-06-01,"1,809",-1.15%
2011-06-02,"1,795",-0.77%
2011-06-03,"1,791",-0.22%
2011-06-06,"1,792",0.06%
2011-06-07,"1,812",1.12%
2011-06-08,"1,858",2.54%
2011-06-09,"1,903",2.42%
2011-06-10,"1,927",1.26%
2011-06-13,"1,950",1.19%
2011-06-14,"1,975",1.28%
2011-06-16,"1,952",-1.16%
2011-06-17,"1,914",-1.95%
2011-06-20,"1,883",-1.62%
2011-06-21,"1,850",-1.75%
2011-06-22,"1,820",-1.62%
2011-06-23,"1,796",-1.32%
2011-06-24,"1,764",-1.78%
2011-06-27,"1,727",-2.10%
2011-06-28,"1,672",-3.18%
2011-06-29,"1,633",-2.33%
2011-06-30,"1,604",-1.78%
2011-07-01,"1,590",-0.87%
2011-07-04,"1,582",-0.50%
2011-07-05,"1,594",0.76%
2011-07-06,"1,626",2.01%
2011-07-07,"1,663",2.28%
2011-07-08,"1,684",1.26%
2011-07-11,"1,692",0.48%
2011-07-12,"1,677",-0.89%
2011-07-13,"1,641",-2.15%
2011-07-14,"1,606",-2.13%
2011-07-15,"1,578",-1.74%
2011-07-18,"1,555",-1.46%
2011-07-19,"1,541",-0.90%
2011-07-20,"1,536",-0.32%
2011-07-21,"1,534",-0.13%
2011-07-22,"1,535",0.07%
2011-07-25,"1,540",0.33%
2011-07-26,"1,538",-0.13%
2011-07-27,"1,532",-0.39%
2011-07-28,"1,524",-0.52%
2011-07-29,"1,511",-0.85%
2011-08-01,"1,502",-0.60%
2011-08-02,"1,490",-0.80%
2011-08-03,"1,481",-0.60%
2011-08-04,"1,475",-0.41%
2011-08-05,"1,478",0.20%
2011-08-08,"1,476",-0.14%
2011-08-09,"1,474",-0.14%
2011-08-10,"1,481",0.47%
2011-08-11,"1,501",1.35%
2011-08-12,"1,520",1.27%
2011-08-15,"1,541",1.38%
2011-08-16,"1,568",1.75%
2011-08-17,"1,585",1.08%
2011-08-18,"1,597",0.76%
2011-08-19,"1,609",0.75%
2011-08-22,"1,627",1.12%
2011-08-23,"1,644",1.04%
2011-08-24,"1,659",0.91%
2011-08-25,"1,662",0.18%
2011-08-26,"1,651",-0.66%
2011-08-30,"1,636",-0.91%
2011-08-31,"1,628",-0.49%
2011-09-01,"1,624",-0.25%
2011-09-02,"1,630",0.37%
2011-09-05,"1,634",0.25%
2011-09-06,"1,645",0.67%
2011-09-07,"1,657",0.73%
2011-09-08,"1,670",0.78%
2011-09-09,"1,685",0.90%
2011-09-12,"1,695",0.59%
2011-09-13,"1,711",0.94%
2011-09-14,"1,735",1.40%
2011-09-15,"1,748",0.75%
2011-09-16,"1,746",-0.11%
2011-09-19,"1,734",-0.69%
2011-09-20,"1,705",-1.67%
2011-09-21,"1,665",-2.35%
2011-09-22,"1,642",-1.38%
2011-09-23,"1,641",-0.06%
2011-09-26,"1,652",0.67%
2011-09-27,"1,664",0.73%
2011-09-28,"1,681",1.02%
2011-09-29,"1,705",1.43%
2011-09-30,"1,726",1.23%
2011-10-03,"1,742",0.93%
2011-10-04,"1,771",1.66%
2011-10-05,"1,819",2.71%
2011-10-06,"1,869",2.75%
2011-10-07,"1,913",2.35%
2011-10-10,"1,942",1.52%
2011-10-11,"1,982",2.06%
2011-10-12,"2,026",2.22%
2011-10-13,"2,062",1.78%
2011-10-14,"2,084",1.07%
2011-10-17,"2,095",0.53%
2011-10-18,"2,099",0.19%
2011-10-19,"2,086",-0.62%
2011-10-20,"2,058",-1.34%
2011-10-21,"2,026",-1.55%
2011-10-24,"1,999",-1.33%
2011-10-25,"1,976",-1.15%
2011-10-26,"1,961",-0.76%
2011-10-27,"1,945",-0.82%
2011-10-28,"1,939",-0.31%
2011-10-31,"1,931",-0.41%
2011-11-01,"1,912",-0.98%
2011-11-02,"1,889",-1.20%
2011-11-03,"1,866",-1.22%
2011-11-04,"1,836",-1.61%
2011-11-07,"1,811",-1.36%
2011-11-08,"1,787",-1.33%
2011-11-09,"1,770",-0.95%
2011-11-10,"1,761",-0.51%
2011-11-11,"1,761",0.00%
2011-11-14,"1,763",0.11%
2011-11-15,"1,769",0.34%
2011-11-16,"1,784",0.85%
2011-11-17,"1,806",1.23%
2011-11-18,"1,831",1.38%
2011-11-21,"1,840",0.49%
2011-11-22,"1,848",0.43%
2011-11-23,"1,841",-0.38%
2011-11-24,"1,822",-1.03%
2011-11-25,"1,794",-1.54%
2011-11-28,"1,770",-1.34%
2011-11-29,"1,750",-1.13%
2011-11-30,"1,727",-1.31%
2011-12-01,"1,710",-0.98%
2011-12-02,"1,701",-0.53%
2011-12-05,"1,693",-0.47%
2011-12-06,"1,690",-0.18%
2011-12-07,"1,687",-0.18%
2011-12-08,"1,687",0.00%
2011-12-09,"1,713",1.54%
2011-12-12,"1,733",1.17%
2011-12-13,"1,751",1.04%
2011-12-14,"1,765",0.80%
2011-12-15,"1,772",0.40%
2011-12-16,"1,775",0.17%
2011-12-19,"1,775",0.00%
2011-12-20,"1,758",-0.96%
2011-12-21,"1,720",-2.16%
2011-12-22,"1,676",-2.56%
2011-12-23,"1,645",-1.85%
2012-01-03,"1,619",-1.58%
2012-01-04,"1,599",-1.24%
2012-01-05,"1,571",-1.75%
2012-01-06,"1,537",-2.16%
2012-01-09,"1,506",-2.02%
2012-01-10,"1,455",-3.39%
2012-01-11,"1,393",-4.26%
2012-01-12,"1,338",-3.95%
2012-01-13,"1,264",-5.53%
2012-01-16,"1,206",-4.59%
2012-01-17,"1,161",-3.73%
2012-01-18,"1,105",-4.82%
2012-01-19,"1,058",-4.25%
2012-01-20,"1,020",-3.59%
2012-01-23,982,-3.73%
2012-01-24,946,-3.67%
2012-01-25,909,-3.91%
2012-01-26,863,-5.06%
2012-01-27,815,-5.56%
2012-01-30,765,-6.13%
2012-01-31,724,-5.36%
2012-02-01,694,-4.14%
2012-02-02,681,-1.87%
2012-02-03,693,1.76%
2012-02-06,726,4.76%
2012-02-07,770,6.06%
2012-02-08,828,7.53%
2012-02-09,896,8.21%
2012-02-10,967,7.92%
2012-02-13,"1,008",4.24%
2012-02-14,"1,018",0.99%
2012-02-15,"1,005",-1.28%
2012-02-16,974,-3.08%
2012-02-17,949,-2.57%
2012-02-20,931,-1.90%
2012-02-21,900,-3.33%
